"DRUG_CODE_ID","DESCRIPTION","BNF1","BNF2","BNF3","ATC","FREQUENCY","DATABASE"
"737041000033117","Hypnovel 10mg/2ml solution for injection ampoules (Cheplapharm Arzneimittel GmbH) Solution for injection Rectal/ Intravenous/ Intramuscular Midazolam hydrochloride 5.000mg/1.000ml","15010401",,,,"4316","CPRD_AURUM"
"914841000033115","Midazolam 10mg/2ml solution for injection ampoules Solution for injection Rectal/ Intravenous/ Intramuscular Midazolam hydrochloride 5.000mg/1.000ml","15010401",,,,"440709","CPRD_AURUM"
"736941000033118","Hypnovel 10mg/5ml solution for injection ampoules (Roche Products Ltd) Solution for injection Rectal/ Intravenous/ Intramuscular Midazolam hydrochloride 2.000mg/1.000ml","15010401",,,,"256","CPRD_AURUM"
"914741000033113","Midazolam 10mg/5ml solution for injection ampoules Solution for injection Rectal/ Intravenous/ Intramuscular Midazolam hydrochloride 2.000mg/1.000ml","15010401",,,,"18769","CPRD_AURUM"
"5090541000033119","Midazolam 2mg/2ml solution for injection ampoules Solution for injection Rectal/ Intravenous/ Intramuscular Midazolam hydrochloride 1.000mg/1.000ml",,,,,"5899","CPRD_AURUM"
"4151341000033112","Midazolam 50mg/10ml solution for injection ampoules Solution for injection Rectal/ Intravenous/ Intramuscular Midazolam hydrochloride 5.000mg/1.000ml","15010401",,,,"2812","CPRD_AURUM"
"3956041000033115","Midazolam 5mg/5ml solution for injection ampoules Solution for injection Rectal/ Intravenous/ Intramuscular Midazolam hydrochloride 1.000mg/1.000ml",,,,,"24262","CPRD_AURUM"
"13159441000033115","Lorazepam 1mg orodispersible tablets Orodispersible tablet Oral Lorazepam 1.000mg",,,,,"740","CPRD_AURUM"
"13159541000033119","Lorazepam 2.5mg orodispersible tablets Orodispersible tablet Oral Lorazepam 2.500mg",,,,,"19","CPRD_AURUM"
"13149841000033115","Ozalin 2mg/ml oral solution 5ml unit dose ampoules (Sintetica Ltd) Oral solution Oral Midazolam maleate 2.000mg/1.000ml",,,,,"0","CPRD_AURUM"
"13149741000033113","Midazolam 10mg/5ml oral solution unit dose ampoules sugar free Oral solution Oral Midazolam maleate 2.000mg/1.000ml",,,,,"33","CPRD_AURUM"
"13419941000033117","Midazolam 100mg/50ml solution for infusion pre-filled syringes Solution for infusion Intravenous Midazolam hydrochloride 2.000mg/1.000ml",,,,,"0","CPRD_AURUM"
