DRUG_CODE_ID,DESCRIPTION,BNF1,BNF2,BNF3,ATC,DATABASE
1.46284E+15,Tramadol 200mg modified-release capsules Modified-release capsule Oral Tramadol hydrochloride 200.000mg,4070200,,,,CPRD_AURUM
3.99654E+15,Tradorec XL 200mg tablets (Endo Ventures Ltd) Modified-release tablet Oral Tramadol hydrochloride 200.000mg,4070200,,,,CPRD_AURUM
4.45954E+15,Tramulief SR 200mg tablets (Advanz Pharma) Modified-release tablet Oral Tramadol hydrochloride 200.000mg,,,,,CPRD_AURUM
4.41754E+15,Zeridame SR 200mg tablets (Actavis UK Ltd) Modified-release tablet Oral Tramadol hydrochloride 200.000mg,4070200,,,,CPRD_AURUM
1.23471E+16,Oldaram 200mg modified-release tablets (Ranbaxy (UK) Ltd) Modified-release tablet Oral Tramadol hydrochloride 200.000mg,,,,,CPRD_AURUM
4.82444E+15,Marol 200mg modified-release tablets (Teva UK Ltd) Modified-release tablet Oral Tramadol hydrochloride 200.000mg,,,,,CPRD_AURUM
1.23502E+16,Tilodol SR 200mg tablets (Sandoz Ltd) Modified-release tablet Oral Tramadol hydrochloride 200.000mg,,,,,CPRD_AURUM
1.23467E+16,Invodol SR 200mg tablets (Ennogen Healthcare Ltd) Modified-release tablet Oral Tramadol hydrochloride 200.000mg,,,,,CPRD_AURUM
1.85024E+15,Zydol XL 200mg tablets (Grunenthal Ltd) Modified-release tablet Oral Tramadol hydrochloride 200.000mg,4070200,,,,CPRD_AURUM
2.18354E+15,Dromadol XL 200mg tablets (IVAX Pharmaceuticals UK Ltd) Modified-release tablet Oral Tramadol hydrochloride 200.000mg,,,,,CPRD_AURUM
3.34424E+15,Zamadol 24hr 200mg modified-release tablets (Mylan) Modified-release tablet Oral Tramadol hydrochloride 200.000mg,4070200,,,,CPRD_AURUM
3.90974E+15,Mabron 200mg modified-release tablets (Morningside Healthcare Ltd) Modified-release tablet Oral Tramadol hydrochloride 200.000mg,4070200,,,,CPRD_AURUM
1.46254E+15,Tramadol 200mg modified-release tablets Modified-release tablet Oral Tramadol hydrochloride 200.000mg,4070200,,,,CPRD_AURUM
1.23538E+16,Zytram SR 200mg tablets (Qdem Pharmaceuticals Ltd) Modified-release tablet Oral Tramadol hydrochloride 200.000mg,,,,,CPRD_AURUM
1.15684E+16,Maneo 200mg modified-release tablets (Mylan) Modified-release tablet Oral Tramadol hydrochloride 200.000mg,,,,,CPRD_AURUM
3.34434E+15,Zamadol 24hr 300mg modified-release tablets (Mylan) Modified-release tablet Oral Tramadol hydrochloride 300.000mg,4070200,,,,CPRD_AURUM
2.18364E+15,Dromadol XL 300mg tablets (IVAX Pharmaceuticals UK Ltd) Modified-release tablet Oral Tramadol hydrochloride 300.000mg,,,,,CPRD_AURUM
1.85034E+15,Zydol XL 300mg tablets (Grunenthal Ltd) Modified-release tablet Oral Tramadol hydrochloride 300.000mg,4070200,,,,CPRD_AURUM
3.99664E+15,Tradorec XL 300mg tablets (Endo Ventures Ltd) Modified-release tablet Oral Tramadol hydrochloride 300.000mg,4070200,,,,CPRD_AURUM
1.84994E+15,Tramadol 300mg modified-release tablets Modified-release tablet Oral Tramadol hydrochloride 300.000mg,4070200,,,,CPRD_AURUM
2.18374E+15,Dromadol XL 400mg tablets (IVAX Pharmaceuticals UK Ltd) Modified-release tablet Oral Tramadol hydrochloride 400.000mg,,,,,CPRD_AURUM
1.85044E+15,Zydol XL 400mg tablets (Grunenthal Ltd) Modified-release tablet Oral Tramadol hydrochloride 400.000mg,4070200,,,,CPRD_AURUM
3.34444E+15,Zamadol 24hr 400mg modified-release tablets (Mylan) Modified-release tablet Oral Tramadol hydrochloride 400.000mg,4070200,,,,CPRD_AURUM
1.85004E+15,Tramadol 400mg modified-release tablets Modified-release tablet Oral Tramadol hydrochloride 400.000mg,4070200,,,,CPRD_AURUM
2.07824E+15,Dromadol SR 75mg tablets (IVAX Pharmaceuticals UK Ltd) Modified-release tablet Oral Tramadol hydrochloride 75.000mg,,,,,CPRD_AURUM
2.07814E+15,Tramadol 75mg modified-release tablets Modified-release tablet Oral Tramadol hydrochloride 75.000mg,,,,,CPRD_AURUM
1.23539E+16,Zytram SR 75mg tablets (Qdem Pharmaceuticals Ltd) Modified-release tablet Oral Tramadol hydrochloride 75.000mg,,,,,CPRD_AURUM
1.54954E+15,Zamadol SR 50mg capsules (Mylan) Modified-release capsule Oral Tramadol hydrochloride 50.000mg,4070200,,,,CPRD_AURUM
4.52304E+15,Tramquel SR 50mg capsules (Mylan) Modified-release capsule Oral Tramadol hydrochloride 50.000mg,,,,,CPRD_AURUM
4.89914E+15,Maxitram SR 50mg capsules (Chiesi Ltd) Modified-release capsule Oral Tramadol hydrochloride 50.000mg,,,,,CPRD_AURUM
1.46294E+15,Tramadol 50mg modified-release capsules Modified-release capsule Oral Tramadol hydrochloride 50.000mg,4070200,,,,CPRD_AURUM
3.36741E+14,Codafen Continus tablets (Napp Pharmaceuticals Ltd) Modified-release tablet Oral Codeine phosphate/ Ibuprofen 20.000mg + 300.000mg,,,,,CPRD_AURUM
3.22914E+15,Ibuprofen 300mg modified-release / Codeine 20mg tablets Modified-release tablet Oral Codeine phosphate/ Ibuprofen 20.000mg + 300.000mg,,,,,CPRD_AURUM
4.50641E+14,Dihydrocodeine 50mg/1ml solution for injection ampoules Solution for injection Subcutaneous/ Intramuscular Dihydrocodeine tartrate 50.000mg/1.000ml,4070200,,,,CPRD_AURUM
3.32141E+14,Codeine 60mg/1ml solution for injection ampoules Solution for injection Intramuscular Codeine phosphate 60.000mg/1.000ml,4070200,,,,CPRD_AURUM
2.08614E+15,Codeine phosphate powder Not applicable Route of administration not applicable Codeine phosphate 1.000mg/1.000mg,,,,,CPRD_AURUM
4.42841E+14,Dihydrocodeine 10mg/5ml oral solution Oral solution Oral Dihydrocodeine tartrate 2.000mg/1.000ml,4070200,,,,CPRD_AURUM
3.68541E+14,Codeine 25mg/5ml oral solution Oral solution Oral Codeine phosphate 5.000mg/1.000ml,4070200,,,,CPRD_AURUM
1.34177E+16,Co-codamol 30mg/500mg/5ml oral solution sugar free Oral solution Oral Codeine phosphate/ Paracetamol 6.000mg/1.000ml + 100.000mg/1.000ml,,,,,CPRD_AURUM
1.35829E+16,Dihydrocodeine 10mg/5ml oral suspension Dihydrocodeine 10mg/5ml oral suspension Oral suspension Oral Dihydrocodeine tartrate 2.000mg/1.000ml,,,,,CPRD_AURUM
1.34975E+16,Co-codamol 8mg/500mg effervescent tablets sugar free Co-codamol 8mg/500mg effervescent tablets sugar free Effervescent tablet Oral Codeine phosphate/ Paracetamol 8.000mg + 500.000mg,,,,,CPRD_AURUM
1.3712E+16,Brimisol PR 200mg tablets (Bristol Laboratories Ltd) Brimisol PR 200mg tablets Modified-release tablet Oral Tramadol hydrochloride 200.000mg,,,,,CPRD_AURUM
